"DATE ADDED TO CATALOG","PUBMEDID","FIRST AUTHOR","DATE","JOURNAL","LINK","STUDY","DISEASE/TRAIT","INITIAL SAMPLE SIZE","REPLICATION SAMPLE SIZE","REGION","CHR_ID","CHR_POS","REPORTED GENE(S)","MAPPED_GENE","UPSTREAM_GENE_ID","DOWNSTREAM_GENE_ID","SNP_GENE_IDS","UPSTREAM_GENE_DISTANCE","DOWNSTREAM_GENE_DISTANCE","STRONGEST SNP-RISK ALLELE","SNPS","MERGED","SNP_ID_CURRENT","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","P-VALUE","PVALUE_MLOG","P-VALUE (TEXT)","OR or BETA","95% CI (TEXT)","PLATFORM [SNPS PASSING QC]","CNV","MAPPED_TRAIT","MAPPED_TRAIT_URI","STUDY ACCESSION","GENOTYPING TECHNOLOGY"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","COVID-19 (hospitalized vs population)","790 African ancestry cases, 20,582 African ancestry controls, 60 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,414 East Asian ancestry cases, 15,499 East Asian ancestry controls, 9,986 European ancestry cases, 1,877,672 European ancestry controls, 186 South Asian ancestry cases, 43,280 South Asian ancestry controls, 1,678 Hispanic or Latin American cases, 100,316 Hispanic or Latin American controls",NA,"12q24.13","12",112919388,NA,"OAS1",NA,NA,"ENSG00000089127",NA,NA,"rs10774671-A","rs10774671",0,10774671,"splice_acceptor_variant",0,"0.6642",6e-10,9.22184874961636,NA,1.1067967,"[1.071785554292693-1.1429515551857836]","Affymetrix, Illumina [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095124","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","COVID-19 (hospitalized vs population)","790 African ancestry cases, 20,582 African ancestry controls, 60 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,414 East Asian ancestry cases, 15,499 East Asian ancestry controls, 9,986 European ancestry cases, 1,877,672 European ancestry controls, 186 South Asian ancestry cases, 43,280 South Asian ancestry controls, 1,678 Hispanic or Latin American cases, 100,316 Hispanic or Latin American controls",NA,"17q21.31","17",46142465,NA,"KANSL1",NA,NA,"ENSG00000120071",NA,NA,"rs1819040-A","rs1819040",0,1819040,"intron_variant",0,"0.1855",2e-10,9.69897000433602,NA,0.8790179,"[0.8448494104431585-0.9145683076087429]","Affymetrix, Illumina [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095124","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","COVID-19 (hospitalized vs population)","790 African ancestry cases, 20,582 African ancestry controls, 60 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,414 East Asian ancestry cases, 15,499 East Asian ancestry controls, 9,986 European ancestry cases, 1,877,672 European ancestry controls, 186 South Asian ancestry cases, 43,280 South Asian ancestry controls, 1,678 Hispanic or Latin American cases, 100,316 Hispanic or Latin American controls",NA,"19p13.3","19",4719431,NA,"DPP9",NA,NA,"ENSG00000142002",NA,NA,"rs2109069-A","rs2109069",0,2109069,"intron_variant",0,"0.3118",3e-17,16.5228787452803,NA,1.1544453,"[1.1166480216504269-1.1935220479717292]","Affymetrix, Illumina [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095124","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","COVID-19 (hospitalized vs population)","790 African ancestry cases, 20,582 African ancestry controls, 60 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,414 East Asian ancestry cases, 15,499 East Asian ancestry controls, 9,986 European ancestry cases, 1,877,672 European ancestry controls, 186 South Asian ancestry cases, 43,280 South Asian ancestry controls, 1,678 Hispanic or Latin American cases, 100,316 Hispanic or Latin American controls",NA,"19p13.2","19",10317045,NA,"RAVER1",NA,NA,"ENSG00000161847",NA,NA,"rs74956615-A","rs74956615",0,74956615,"3_prime_UTR_variant",0,"0.04778",5e-10,9.30102999566398,NA,1.2663516,"[1.1755088997465561-1.3642145475810288]","Affymetrix, Illumina [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095124","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","COVID-19 (hospitalized vs population)","790 African ancestry cases, 20,582 African ancestry controls, 60 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,414 East Asian ancestry cases, 15,499 East Asian ancestry controls, 9,986 European ancestry cases, 1,877,672 European ancestry controls, 186 South Asian ancestry cases, 43,280 South Asian ancestry controls, 1,678 Hispanic or Latin American cases, 100,316 Hispanic or Latin American controls",NA,"21q22.11","21",33242905,NA,"IFNAR2-IL10RB, IFNAR2",NA,NA,"ENSG00000249624, ENSG00000159110",NA,NA,"rs13050728-C","rs13050728",0,13050728,"intron_variant",0,"0.6511",3e-20,19.5228787452803,NA,0.8608199,"[0.8338527591429614-0.8886591191741529]","Affymetrix, Illumina [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095124","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"3p21.31","3",45796521,NA,"SLC6A20",NA,NA,"ENSG00000163817",NA,NA,"rs2271616-T","rs2271616",0,2271616,"5_prime_UTR_variant",0,"0.1178",2e-34,33.698970004336,NA,1.1546069,"[1.128340128519996-1.1814852813843186]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"3p21.31","3",45823240,NA,"SLC6A20 - LZTFL1","ENSG00000163817","ENSG00000163818",NA,26649,76,"rs10490770-C","rs10490770",0,10490770,"intron_variant",1,"0.08514",1e-29,29,NA,1.160116,"[1.130679206664483-1.1903191685173657]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"3q12.3","3",101705614,NA,"RPL24 - PDCL3P4","ENSG00000114391","ENSG00000244119",NA,18857,6858,"rs11919389-C","rs11919389",0,11919389,"intergenic_variant",1,"0.3515",3e-15,14.5228787452803,NA,0.9413578,"[0.9273018223094552-0.9556267949509863]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"6p21.1","6",41534945,NA,"FOXP4-AS1",NA,NA,"ENSG00000234753",NA,NA,"rs1886814-C","rs1886814",0,1886814,"intron_variant",0,"0.04664",2e-08,7.69897000433602,NA,1.1057236,"[1.0673687203891646-1.1454568121291355]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"9q34.2","9",133274084,NA,"ABO",NA,NA,"ENSG00000175164",NA,NA,"rs912805253-T","rs912805253",1,529565,"intron_variant",0,"0.6512",1e-39,39,NA,0.90480125,"[0.8914217954151271-0.9183814681761949]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"12q24.13","12",112919388,NA,"OAS1",NA,NA,"ENSG00000089127",NA,NA,"rs10774671-A","rs10774671",0,10774671,"splice_acceptor_variant",0,"0.6692",2e-11,10.698970004336,NA,1.0588357,"[1.041370910202522-1.0765935887102847]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"19p13.3","19",4719431,NA,"DPP9",NA,NA,"ENSG00000142002",NA,NA,"rs2109069-A","rs2109069",0,2109069,"intron_variant",0,"0.315",4e-09,8.39794000867204,NA,1.0490416,"[1.0324357703246052-1.065914551006182]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2022-03-14","34237774","COVID-19 Host Genetics Initiative","2021-07-08","Nature","www.ncbi.nlm.nih.gov/pubmed/34237774","Mapping the human genetic architecture of COVID-19.","SARS-CoV-2 infection","2,544 African ancestry cases, 31,176 African ancestry controls, 700 Middle Eastern ancestry cases, 13,360 Middle Eastern ancestry controls, 1,495 East Asian ancestry cases, 15,499 East Asian ancestry controls, 38,984 European ancestry cases, 1,644,784 European ancestry controls, 1,688 South Asian ancestry cases, 42,016 South Asian ancestry controls, 4,151 Hispanic or Latin American cases, 23,371 Hispanic or Latin American controls",NA,"19q13.33","19",48867352,NA,"PLEKHA4",NA,NA,"ENSG00000105559",NA,NA,"rs4801778-T","rs4801778",0,4801778,"intron_variant",0,"0.1798",1e-08,8,NA,0.9460149,"[0.9281405415749607-0.9642334091548289]","Affymetrix, Illumina, Perlegen [NR] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90095125","Genome-wide genotyping array, Genome-wide sequencing"
"2021-09-09","33888907","Shelton JF","2021-04-22","Nat Genet","www.ncbi.nlm.nih.gov/pubmed/33888907","Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.","COVID-19 (covid vs negative)","9,913 European ancestry cases, 85,072 European ancestry controls",NA,"9q34.2","9",133270015,NA,"ABO",NA,NA,"ENSG00000175164",NA,NA,"rs9411378-?","rs9411378",0,9411378,"intron_variant",0,"NR",1e-14,14,NA,0.865,"[0.834-0.898]","Illumina [31704722] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90027250","Genome-wide genotyping array"
"2021-09-09","33888907","Shelton JF","2021-04-22","Nat Genet","www.ncbi.nlm.nih.gov/pubmed/33888907","Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.","COVID-19 (hospitalized covid vs population)","613 European ancestry cases, 680,416 European ancestry controls",NA,"3p21.31","3",45867532,NA,"LZTFL1",NA,NA,"ENSG00000163818",NA,NA,"rs35044562-?","rs35044562",0,35044562,"intron_variant",0,"NR",5e-10,9.30102999566398,NA,1.87,"[1.557-2.246]","Illumina [21433846] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90027251","Genome-wide genotyping array"
"2021-09-09","33888907","Shelton JF","2021-04-22","Nat Genet","www.ncbi.nlm.nih.gov/pubmed/33888907","Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.","COVID-19 (covid respiratory support vs population)","495 European ancestry cases, 680,440 European ancestry controls",NA,"3p21.31","3",45867532,NA,"LZTFL1",NA,NA,"ENSG00000163818",NA,NA,"rs35044562-?","rs35044562",0,35044562,"intron_variant",0,"NR",5e-10,9.30102999566398,NA,1.87,"[1.557-2.246]","Illumina [20506675] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90027253","Genome-wide genotyping array"
"2021-09-09","33888907","Shelton JF","2021-04-22","Nat Genet","www.ncbi.nlm.nih.gov/pubmed/33888907","Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.","COVID-19 (severe respiratory symptoms vs population)","1,128 European ancestry cases, 679,531 European ancestry controls",NA,"3p21.31","3",45820440,NA,"SLC6A20 - LZTFL1","ENSG00000163817","ENSG00000163818",NA,23849,2876,"rs13078854-?","rs13078854",0,13078854,"non_coding_transcript_exon_variant",1,"NR",4e-15,14.397940008672,NA,0.57,"[0.5-0.649]","Illumina [2412076] (imputed)","N","respiratory symptom measurement, COVID-19","http://www.ebi.ac.uk/efo/EFO_0007939, http://purl.obolibrary.org/obo/MONDO_0100096","GCST90027254","Genome-wide genotyping array"
"2021-09-09","33888907","Shelton JF","2021-04-22","Nat Genet","www.ncbi.nlm.nih.gov/pubmed/33888907","Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.","COVID-19 (covid vs negative)","9,913 European ancestry cases, 85,072 European ancestry controls, 2,553 Hispanic or Latin American cases, 13,086 Hispanic or Latin American controls, 506 Black or African American cases, 3,110 Black or African American controls",NA,"9q34.2","9",133270015,NA,"ABO",NA,NA,"ENSG00000175164",NA,NA,"rs9411378-C","rs9411378",0,9411378,"intron_variant",0,"NR",5e-20,19.301029995664,NA,0.857,"[0.829-0.886]","Illumina [9939936] (imputed)","N","COVID-19","http://purl.obolibrary.org/obo/MONDO_0100096","GCST90027245","Genome-wide genotyping array"
